s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_LJ AIR
 2.5852096E-001, 0.0000000E+000, 0.0000000E+000,-3.6592951E-016, 9.0044211E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.3451261E-016, 6.0423389E-003
 2.5964022E-001, 0.0000000E+000, 0.0000000E+000,-4.0856207E-016, 9.0044211E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1741841E-015, 4.9188004E-016, 6.0674799E-003
 2.6075947E-001, 0.0000000E+000, 0.0000000E+000,-3.8014036E-016, 8.9461401E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1447365E-016, 6.0926067E-003
 2.6187873E-001, 0.0000000E+000, 0.0000000E+000,-3.8014036E-016, 8.9461401E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1447365E-016, 6.1177192E-003
 2.6299798E-001, 0.0000000E+000, 0.0000000E+000,-4.0856207E-016, 8.9461401E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8605194E-016, 6.1428173E-003
 2.6411724E-001, 0.0000000E+000, 0.0000000E+000,-3.8369308E-016, 8.9461401E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1092093E-016, 6.1679011E-003
 2.6523647E-001, 0.0000000E+000, 0.0000000E+000,-3.9079850E-016, 8.9461401E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0381551E-016, 6.1929705E-003
 2.6635572E-001, 0.0000000E+000, 0.0000000E+000,-3.7303494E-016, 8.9461401E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.2157907E-016, 6.2180254E-003
 2.6747498E-001, 0.0000000E+000, 0.0000000E+000,-3.7303494E-016, 8.9752806E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.2449313E-016, 6.2430657E-003
 2.6859424E-001, 0.0000000E+000, 0.0000000E+000,-4.0145665E-016, 9.0044211E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9898547E-016, 6.2680915E-003
 2.6971349E-001, 0.0000000E+000, 0.0000000E+000,-3.9790393E-016, 9.0044211E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0253818E-016, 6.2931026E-003
 2.7083275E-001, 0.0000000E+000, 0.0000000E+000,-4.2632564E-016, 9.0044211E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7411647E-016, 6.3180991E-003
 2.7195200E-001, 0.0000000E+000, 0.0000000E+000,-4.3343107E-016, 9.0044211E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6701105E-016, 6.3430808E-003
 2.7307126E-001, 0.0000000E+000, 0.0000000E+000,-4.3343107E-016, 9.0044211E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6701105E-016, 6.3680477E-003
 2.7419052E-001, 0.0000000E+000, 0.0000000E+000,-3.9079850E-016, 8.9461401E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0381551E-016, 6.3929999E-003
 2.7530974E-001, 0.0000000E+000, 0.0000000E+000,-4.2632564E-016, 8.8587185E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5954621E-016, 6.4179371E-003
 2.7642900E-001, 0.0000000E+000, 0.0000000E+000,-3.9790393E-016, 8.8587185E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.1741841E-015, 4.8796792E-016, 6.4428594E-003
 2.7866751E-001, 0.0000000E+000, 0.0000000E+000,-4.0500936E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7503439E-016, 6.4802129E-003
 2.8090602E-001, 0.0000000E+000, 0.0000000E+000,-4.0500936E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7503439E-016, 6.5299673E-003
 2.8202528E-001, 0.0000000E+000, 0.0000000E+000,-4.3343107E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4661268E-016, 6.5672452E-003
 2.8426376E-001, 0.0000000E+000, 0.0000000E+000,-4.2632564E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5371811E-016, 6.6044852E-003
 2.8650227E-001, 0.0000000E+000, 0.0000000E+000,-4.3343107E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5870920E-015, 4.4661268E-016, 6.6540874E-003
 2.8874078E-001, 0.0000000E+000, 0.0000000E+000,-4.1922021E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6082354E-016, 6.7036280E-003
 2.9086423E-001, 0.0000000E+000, 0.0000000E+000,-4.0500936E-016, 8.7866567E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7365631E-016, 6.7524369E-003
 2.9287261E-001, 0.0000000E+000, 0.0000000E+000,-4.2632564E-016, 8.7712970E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5080406E-016, 6.7987156E-003
 2.9488099E-001, 0.0000000E+000, 0.0000000E+000,-4.4053650E-016, 8.7712970E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3659320E-016, 6.8430029E-003
 2.9688936E-001, 0.0000000E+000, 0.0000000E+000,-4.3343107E-016, 8.7712970E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4369863E-016, 6.8872395E-003
 2.9889774E-001, 0.0000000E+000, 0.0000000E+000,-4.3343107E-016, 8.7712970E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4369863E-016, 6.9314251E-003
 3.0090615E-001, 0.0000000E+000, 0.0000000E+000,-4.3343107E-016, 8.7712970E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4369863E-016, 6.9755595E-003
 3.0291453E-001, 0.0000000E+000, 0.0000000E+000,-4.4053650E-016, 8.7712970E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3659320E-016, 7.0196423E-003
 3.0492291E-001, 0.0000000E+000, 0.0000000E+000,-4.3343107E-016, 8.7712970E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4369863E-016, 7.0636733E-003
 3.0693129E-001, 0.0000000E+000, 0.0000000E+000,-4.6185278E-016, 8.7712970E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1527692E-016, 7.1076524E-003
 3.0893967E-001, 0.0000000E+000, 0.0000000E+000,-4.4764192E-016, 8.7712970E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2948777E-016, 7.1515791E-003
 3.1094804E-001, 0.0000000E+000, 0.0000000E+000,-4.4764192E-016, 8.7712970E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2948777E-016, 7.1954532E-003
 3.1295642E-001, 0.0000000E+000, 0.0000000E+000,-4.4764192E-016, 8.7712970E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2948777E-016, 7.2392745E-003
 3.1496480E-001, 0.0000000E+000, 0.0000000E+000,-4.6895821E-016, 8.7712970E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0817149E-016, 7.2830427E-003
 3.1697318E-001, 0.0000000E+000, 0.0000000E+000,-4.3343107E-016, 8.7712970E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4369863E-016, 7.3267576E-003
 3.1898159E-001, 0.0000000E+000, 0.0000000E+000,-4.5474735E-016, 8.7712970E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2238235E-016, 7.3704189E-003
 3.2098997E-001, 0.0000000E+000, 0.0000000E+000,-4.5474735E-016, 8.7712970E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2238235E-016, 7.4140264E-003
 3.2299834E-001, 0.0000000E+000, 0.0000000E+000,-4.8316906E-016, 8.7712970E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9396064E-016, 7.4575797E-003
 3.2400253E-001, 0.0000000E+000, 0.0000000E+000,-4.6185278E-016, 8.7712970E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1527692E-016, 7.4902108E-003
 3.2601091E-001, 0.0000000E+000, 0.0000000E+000,-4.3343107E-016, 8.7712970E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7689432E-015, 4.4369863E-016, 7.5228078E-003
 3.2801929E-001, 0.0000000E+000, 0.0000000E+000,-4.6185278E-016, 8.7712970E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1527692E-016, 7.5662248E-003
 3.3072567E-001, 0.0000000E+000, 0.0000000E+000,-4.7606363E-016, 8.7712970E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0106606E-016, 7.6182152E-003
 3.3252993E-001, 0.0000000E+000, 0.0000000E+000,-4.7606363E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9690749E-015, 4.0398012E-016, 7.6668328E-003
 3.3433419E-001, 0.0000000E+000, 0.0000000E+000,-4.6895821E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1108554E-016, 7.7056747E-003
 3.3613846E-001, 0.0000000E+000, 0.0000000E+000,-4.7606363E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0398012E-016, 7.7444716E-003
 3.3884484E-001, 0.0000000E+000, 0.0000000E+000,-4.8316906E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9687469E-016, 7.7929018E-003
 3.4064907E-001, 0.0000000E+000, 0.0000000E+000,-4.8316906E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9687469E-016, 7.8412658E-003
 3.4245333E-001, 0.0000000E+000, 0.0000000E+000,-4.8316906E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9687469E-016, 7.8799038E-003
 3.4425759E-001, 0.0000000E+000, 0.0000000E+000,-4.9027449E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8976926E-016, 7.9184961E-003
 3.4606186E-001, 0.0000000E+000, 0.0000000E+000,-5.1159077E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6845298E-016, 7.9570424E-003
 3.4876823E-001, 0.0000000E+000, 0.0000000E+000,-4.8316906E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9687469E-016, 8.0051581E-003
 3.5057250E-001, 0.0000000E+000, 0.0000000E+000,-4.9737992E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8266383E-016, 8.0532062E-003
 3.5237673E-001, 0.0000000E+000, 0.0000000E+000,-4.7606363E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0398012E-016, 8.0915904E-003
 3.5418099E-001, 0.0000000E+000, 0.0000000E+000,-4.9027449E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8976926E-016, 8.1299279E-003
 3.5688737E-001, 0.0000000E+000, 0.0000000E+000,-4.8316906E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9687469E-016, 8.1777815E-003
 3.5869163E-001, 0.0000000E+000, 0.0000000E+000,-5.0448534E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9690749E-015, 3.7555841E-016, 8.2255665E-003
 3.6049590E-001, 0.0000000E+000, 0.0000000E+000,-5.4001248E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9690749E-015, 3.4003127E-016, 8.2637393E-003
 3.6230016E-001, 0.0000000E+000, 0.0000000E+000,-5.2580162E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5424212E-016, 8.3018647E-003
 3.6410439E-001, 0.0000000E+000, 0.0000000E+000,-5.1159077E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6845298E-016, 8.3399426E-003
 3.6681077E-001, 0.0000000E+000, 0.0000000E+000,-4.9737992E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8266383E-016, 8.3874702E-003
 3.6861503E-001, 0.0000000E+000, 0.0000000E+000,-5.0448534E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7555841E-016, 8.4349280E-003
 3.7041929E-001, 0.0000000E+000, 0.0000000E+000,-5.4001248E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4003127E-016, 8.4728381E-003
 3.7213317E-001, 0.0000000E+000, 0.0000000E+000,-5.0448534E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7555841E-016, 8.5102010E-003
 3.7456837E-001, 0.0000000E+000, 0.0000000E+000,-5.3290705E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4713670E-016, 8.5541721E-003
 3.7619188E-001, 0.0000000E+000, 0.0000000E+000,-5.0448534E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7555841E-016, 8.5966388E-003
 3.7862709E-001, 0.0000000E+000, 0.0000000E+000,-5.1159077E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6845298E-016, 8.6390397E-003
 3.8025057E-001, 0.0000000E+000, 0.0000000E+000,-5.4001248E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4003127E-016, 8.6813828E-003
 3.8268581E-001, 0.0000000E+000, 0.0000000E+000,-5.3290705E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4713670E-016, 8.7236597E-003
 3.8430929E-001, 0.0000000E+000, 0.0000000E+000,-5.1869620E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6134755E-016, 8.7658783E-003
 3.8674450E-001, 0.0000000E+000, 0.0000000E+000,-5.2580162E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5424212E-016, 8.8080302E-003
 3.8836801E-001, 0.0000000E+000, 0.0000000E+000,-5.1159077E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6845298E-016, 8.8501235E-003
 3.9080322E-001, 0.0000000E+000, 0.0000000E+000,-5.3290705E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4713670E-016, 8.8921497E-003
 3.9242670E-001, 0.0000000E+000, 0.0000000E+000,-5.2580162E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5424212E-016, 8.9341169E-003
 3.9405018E-001, 0.0000000E+000, 0.0000000E+000,-5.1159077E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6845298E-016, 8.9676433E-003
 3.9648542E-001, 0.0000000E+000, 0.0000000E+000,-5.3290705E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4713670E-016, 9.0094920E-003
 3.9810890E-001, 0.0000000E+000, 0.0000000E+000,-5.4001248E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4003127E-016, 9.0512813E-003
 4.0054414E-001, 0.0000000E+000, 0.0000000E+000,-5.4001248E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4003127E-016, 9.0930023E-003
 4.0216762E-001, 0.0000000E+000, 0.0000000E+000,-5.4001248E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4003127E-016, 9.1346635E-003
 4.0460283E-001, 0.0000000E+000, 0.0000000E+000,-5.4001248E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4003127E-016, 9.1762560E-003
 4.0622631E-001, 0.0000000E+000, 0.0000000E+000,-5.6843419E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1160956E-016, 9.2177883E-003
 4.0866154E-001, 0.0000000E+000, 0.0000000E+000,-5.6843419E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1160956E-016, 9.2592516E-003
 4.1028503E-001, 0.0000000E+000, 0.0000000E+000,-5.5422333E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2582042E-016, 9.3006544E-003
 4.1272026E-001, 0.0000000E+000, 0.0000000E+000,-5.6843419E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1160956E-016, 9.3419877E-003
 4.1434374E-001, 0.0000000E+000, 0.0000000E+000,-5.3290705E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4713670E-016, 9.3832600E-003
 4.1677895E-001, 0.0000000E+000, 0.0000000E+000,-5.9685590E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8318785E-016, 9.4244626E-003
 4.1840243E-001, 0.0000000E+000, 0.0000000E+000,-5.6843419E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1160956E-016, 9.4656038E-003
 4.2002591E-001, 0.0000000E+000, 0.0000000E+000,-5.4711791E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3292584E-016, 9.4984677E-003
 4.2237940E-001, 0.0000000E+000, 0.0000000E+000,-5.6843419E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1160956E-016, 9.5389165E-003
 4.2456934E-001, 0.0000000E+000, 0.0000000E+000,-5.8264504E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9739871E-016, 9.5853274E-003
 4.2602929E-001, 0.0000000E+000, 0.0000000E+000,-5.6132876E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1871499E-016, 9.6220946E-003
 4.2821923E-001, 0.0000000E+000, 0.0000000E+000,-5.6132876E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1871499E-016, 9.6588045E-003
 4.3040916E-001, 0.0000000E+000, 0.0000000E+000,-5.6843419E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1160956E-016, 9.7027874E-003
 4.3259913E-001, 0.0000000E+000, 0.0000000E+000,-5.9685590E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8318785E-016, 9.7466925E-003
 4.3405908E-001, 0.0000000E+000, 0.0000000E+000,-5.6843419E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1160956E-016, 9.7832222E-003
 4.3624902E-001, 0.0000000E+000, 0.0000000E+000,-6.1106675E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6897700E-016, 9.8196939E-003
 4.3843895E-001, 0.0000000E+000, 0.0000000E+000,-5.8264504E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9739871E-016, 9.8633904E-003
 4.4062892E-001, 0.0000000E+000, 0.0000000E+000,-6.0396133E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7608242E-016, 9.9070082E-003
 4.4208887E-001, 0.0000000E+000, 0.0000000E+000,-6.3238303E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4766071E-016, 9.9432980E-003
 4.4427881E-001, 0.0000000E+000, 0.0000000E+000,-5.8264504E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9739871E-016, 9.9795292E-003
 4.4646874E-001, 0.0000000E+000, 0.0000000E+000,-6.1817218E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6187157E-016, 1.0022936E-002
 4.4865867E-001, 0.0000000E+000, 0.0000000E+000,-5.8975047E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9029328E-016, 1.0066264E-002
 4.5011866E-001, 0.0000000E+000, 0.0000000E+000,-5.8975047E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9029328E-016, 1.0102312E-002
 4.5230860E-001, 0.0000000E+000, 0.0000000E+000,-5.8264504E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9739871E-016, 1.0138300E-002
 4.5449853E-001, 0.0000000E+000, 0.0000000E+000,-6.1817218E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6187157E-016, 1.0181416E-002
 4.5668846E-001, 0.0000000E+000, 0.0000000E+000,-6.2527761E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5476614E-016, 1.0224451E-002
 4.5814842E-001, 0.0000000E+000, 0.0000000E+000,-6.1106675E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6897700E-016, 1.0260254E-002
 4.6033838E-001, 0.0000000E+000, 0.0000000E+000,-6.1817218E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6187157E-016, 1.0295998E-002
 4.6252832E-001, 0.0000000E+000, 0.0000000E+000,-6.3238303E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4766071E-016, 1.0338818E-002
 4.6471825E-001, 0.0000000E+000, 0.0000000E+000,-6.1106675E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6897700E-016, 1.0381558E-002
 4.6617821E-001, 0.0000000E+000, 0.0000000E+000,-6.0396133E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7608242E-016, 1.0417115E-002
 4.6836817E-001, 0.0000000E+000, 0.0000000E+000,-6.5369932E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2634443E-016, 1.0452612E-002
 4.7055811E-001, 0.0000000E+000, 0.0000000E+000,-6.6080474E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1923901E-016, 1.0495135E-002
 4.7201806E-001, 0.0000000E+000, 0.0000000E+000,-6.0396133E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7608242E-016, 1.0530512E-002
 4.7420800E-001, 0.0000000E+000, 0.0000000E+000,-6.4659389E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3344986E-016, 1.0565827E-002
 4.7639793E-001, 0.0000000E+000, 0.0000000E+000,-6.3238303E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4766071E-016, 1.0608134E-002
 4.7858790E-001, 0.0000000E+000, 0.0000000E+000,-6.1106675E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6897700E-016, 1.0650358E-002
 4.8004785E-001, 0.0000000E+000, 0.0000000E+000,-6.6791017E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1213358E-016, 1.0685485E-002
 4.8201764E-001, 0.0000000E+000, 0.0000000E+000,-6.3238303E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4766071E-016, 1.0719142E-002
 4.8464400E-001, 0.0000000E+000, 0.0000000E+000,-6.5369932E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2634443E-016, 1.0763220E-002
 4.8661378E-001, 0.0000000E+000, 0.0000000E+000,-6.4659389E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3344986E-016, 1.0807211E-002
 4.8858356E-001, 0.0000000E+000, 0.0000000E+000,-6.1817218E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6187157E-016, 1.0844844E-002
 4.9055335E-001, 0.0000000E+000, 0.0000000E+000,-6.5369932E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2634443E-016, 1.0882410E-002
 4.9252313E-001, 0.0000000E+000, 0.0000000E+000,-6.4659389E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3344986E-016, 1.0919909E-002
 4.9449292E-001, 0.0000000E+000, 0.0000000E+000,-6.5369932E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2634443E-016, 1.0957341E-002
