s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_LJ AIR
 4.9646267E-001, 0.0000000E+000, 0.0000000E+000,-6.5369932E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2634443E-016, 1.0994705E-002
 4.9843246E-001, 0.0000000E+000, 0.0000000E+000,-6.6080474E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1923901E-016, 1.1032002E-002
 5.0040227E-001, 0.0000000E+000, 0.0000000E+000,-6.4659389E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3344986E-016, 1.1069232E-002
 5.0237203E-001, 0.0000000E+000, 0.0000000E+000,-6.6080474E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1923901E-016, 1.1106393E-002
 5.0434178E-001, 0.0000000E+000, 0.0000000E+000,-6.8212103E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9792272E-016, 1.1143488E-002
 5.0631160E-001, 0.0000000E+000, 0.0000000E+000,-6.4659389E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3344986E-016, 1.1180514E-002
 5.0828135E-001, 0.0000000E+000, 0.0000000E+000,-6.4659389E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3344986E-016, 1.1217472E-002
 5.1025116E-001, 0.0000000E+000, 0.0000000E+000,-6.6080474E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1923901E-016, 1.1254363E-002
 5.1222092E-001, 0.0000000E+000, 0.0000000E+000,-6.6791017E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1213358E-016, 1.1291185E-002
 5.1419073E-001, 0.0000000E+000, 0.0000000E+000,-6.6791017E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1213358E-016, 1.1327939E-002
 5.1616049E-001, 0.0000000E+000, 0.0000000E+000,-6.8922645E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9081730E-016, 1.1364625E-002
 5.1813024E-001, 0.0000000E+000, 0.0000000E+000,-7.0343731E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7660644E-016, 1.1401242E-002
 5.2010006E-001, 0.0000000E+000, 0.0000000E+000,-6.6080474E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1923901E-016, 1.1437791E-002
 5.2206981E-001, 0.0000000E+000, 0.0000000E+000,-6.6080474E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1923901E-016, 1.1474271E-002
 5.2403963E-001, 0.0000000E+000, 0.0000000E+000,-6.8922645E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9081730E-016, 1.1510683E-002
 5.2600938E-001, 0.0000000E+000, 0.0000000E+000,-7.1054274E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6950101E-016, 1.1547026E-002
 5.2863574E-001, 0.0000000E+000, 0.0000000E+000,-6.8212103E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9792272E-016, 1.1589337E-002
 5.3060555E-001, 0.0000000E+000, 0.0000000E+000,-6.8212103E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9792272E-016, 1.1631558E-002
 5.3257531E-001, 0.0000000E+000, 0.0000000E+000,-7.1764816E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6239559E-016, 1.1667671E-002
 5.3454512E-001, 0.0000000E+000, 0.0000000E+000,-6.6791017E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1213358E-016, 1.1703715E-002
 5.3651488E-001, 0.0000000E+000, 0.0000000E+000,-7.0343731E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7660644E-016, 1.1739690E-002
 5.3848469E-001, 0.0000000E+000, 0.0000000E+000,-7.0343731E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7660644E-016, 1.1775595E-002
 5.4045445E-001, 0.0000000E+000, 0.0000000E+000,-6.9633188E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8371187E-016, 1.1811431E-002
 5.4242420E-001, 0.0000000E+000, 0.0000000E+000,-7.0343731E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7660644E-016, 1.1847198E-002
 5.4439402E-001, 0.0000000E+000, 0.0000000E+000,-6.8922645E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9081730E-016, 1.1882895E-002
 5.4636377E-001, 0.0000000E+000, 0.0000000E+000,-7.2475359E-016, 8.8295780E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5820421E-016, 1.1918522E-002
 5.4833359E-001, 0.0000000E+000, 0.0000000E+000,-7.0343731E-016, 8.8295780E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7952049E-016, 1.1954080E-002
 5.5017102E-001, 0.0000000E+000, 0.0000000E+000,-7.1054274E-016, 8.8295780E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7241507E-016, 1.1988760E-002
 5.5253273E-001, 0.0000000E+000, 0.0000000E+000,-7.2475359E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5529016E-016, 1.2026723E-002
 5.5430406E-001, 0.0000000E+000, 0.0000000E+000,-7.2475359E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5529016E-016, 1.2063803E-002
 5.5607533E-001, 0.0000000E+000, 0.0000000E+000,-7.3185902E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4818473E-016, 1.2095524E-002
 5.5843705E-001, 0.0000000E+000, 0.0000000E+000,-7.1764816E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6239559E-016, 1.2132458E-002
 5.6020832E-001, 0.0000000E+000, 0.0000000E+000,-7.4606987E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3397388E-016, 1.2169318E-002
 5.6257004E-001, 0.0000000E+000, 0.0000000E+000,-7.4606987E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3397388E-016, 1.2206098E-002
 5.6434137E-001, 0.0000000E+000, 0.0000000E+000,-7.3896445E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4107930E-016, 1.2242804E-002
 5.6611264E-001, 0.0000000E+000, 0.0000000E+000,-7.1054274E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6950101E-016, 1.2274203E-002
 5.6847435E-001, 0.0000000E+000, 0.0000000E+000,-7.4606987E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3397388E-016, 1.2310762E-002
 5.7024562E-001, 0.0000000E+000, 0.0000000E+000,-6.8212103E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9792272E-016, 1.2347247E-002
 5.7201695E-001, 0.0000000E+000, 0.0000000E+000,-7.4606987E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3397388E-016, 1.2378456E-002
 5.7437867E-001, 0.0000000E+000, 0.0000000E+000,-7.3185902E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4818473E-016, 1.2414794E-002
 5.7614994E-001, 0.0000000E+000, 0.0000000E+000,-7.3185902E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4818473E-016, 1.2451057E-002
 5.7851166E-001, 0.0000000E+000, 0.0000000E+000,-7.1764816E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6239559E-016, 1.2487239E-002
 5.8028299E-001, 0.0000000E+000, 0.0000000E+000,-7.6738615E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1265759E-016, 1.2523346E-002
 5.8205426E-001, 0.0000000E+000, 0.0000000E+000,-8.1712415E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2919603E-017, 1.2554232E-002
 5.8441597E-001, 0.0000000E+000, 0.0000000E+000,-7.5317530E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2686845E-016, 1.2590192E-002
 5.8618724E-001, 0.0000000E+000, 0.0000000E+000,-7.6738615E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1265759E-016, 1.2626077E-002
 5.8854896E-001, 0.0000000E+000, 0.0000000E+000,-7.8159701E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.8446740E-017, 1.2661881E-002
 5.9032029E-001, 0.0000000E+000, 0.0000000E+000,-7.3896445E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4107930E-016, 1.2697610E-002
 5.9209156E-001, 0.0000000E+000, 0.0000000E+000,-7.6738615E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1265759E-016, 1.2728172E-002
 5.9445328E-001, 0.0000000E+000, 0.0000000E+000,-7.2475359E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5529016E-016, 1.2763752E-002
 5.9622455E-001, 0.0000000E+000, 0.0000000E+000,-7.8159701E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.8446740E-017, 1.2799259E-002
 5.9858626E-001, 0.0000000E+000, 0.0000000E+000,-7.5317530E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2686845E-016, 1.2834683E-002
 6.0035759E-001, 0.0000000E+000, 0.0000000E+000,-7.5317530E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2686845E-016, 1.2870033E-002
 6.0212886E-001, 0.0000000E+000, 0.0000000E+000,-7.6738615E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1265759E-016, 1.2900269E-002
 6.0449058E-001, 0.0000000E+000, 0.0000000E+000,-7.3896445E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4107930E-016, 1.2935469E-002
 6.0626185E-001, 0.0000000E+000, 0.0000000E+000,-7.6738615E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1265759E-016, 1.2970595E-002
 6.0803318E-001, 0.0000000E+000, 0.0000000E+000,-7.9580786E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4235885E-017, 1.3000639E-002
 6.1039490E-001, 0.0000000E+000, 0.0000000E+000,-7.8159701E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.8446740E-017, 1.3035616E-002
 6.1216617E-001, 0.0000000E+000, 0.0000000E+000,-7.8159701E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.8446740E-017, 1.3070517E-002
 6.1452788E-001, 0.0000000E+000, 0.0000000E+000,-7.8159701E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5042908E-015, 9.8446740E-017, 1.3105337E-002
 6.1629921E-001, 0.0000000E+000, 0.0000000E+000,-7.9580786E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4235885E-017, 1.3140082E-002
 6.1807048E-001, 0.0000000E+000, 0.0000000E+000,-7.6738615E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1265759E-016, 1.3169799E-002
 6.2043220E-001, 0.0000000E+000, 0.0000000E+000,-7.8159701E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.8446740E-017, 1.3204394E-002
 6.2220347E-001, 0.0000000E+000, 0.0000000E+000,-7.6738615E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1265759E-016, 1.3238915E-002
 6.2456518E-001, 0.0000000E+000, 0.0000000E+000,-8.1001872E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0025031E-017, 1.3273353E-002
 6.2633651E-001, 0.0000000E+000, 0.0000000E+000,-7.9580786E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4235885E-017, 1.3307716E-002
 6.2804866E-001, 0.0000000E+000, 0.0000000E+000,-7.8159701E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.8446740E-017, 1.3336767E-002
 6.3017386E-001, 0.0000000E+000, 0.0000000E+000,-7.6738615E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1265759E-016, 1.3368875E-002
 6.3229907E-001, 0.0000000E+000, 0.0000000E+000,-7.9580786E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4235885E-017, 1.3403985E-002
 6.3442433E-001, 0.0000000E+000, 0.0000000E+000,-7.8159701E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.8446740E-017, 1.3439013E-002
 6.3601822E-001, 0.0000000E+000, 0.0000000E+000,-8.3844043E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1603321E-017, 1.3469595E-002
 6.3814342E-001, 0.0000000E+000, 0.0000000E+000,-8.5265128E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7392466E-017, 1.3500110E-002
 6.4026862E-001, 0.0000000E+000, 0.0000000E+000,-7.8159701E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.8446740E-017, 1.3534909E-002
 6.4239389E-001, 0.0000000E+000, 0.0000000E+000,-7.9580786E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4235885E-017, 1.3569624E-002
 6.4451909E-001, 0.0000000E+000, 0.0000000E+000,-7.8159701E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.8446740E-017, 1.3604255E-002
 6.4611298E-001, 0.0000000E+000, 0.0000000E+000,-8.1001872E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0025031E-017, 1.3634491E-002
 6.4823818E-001, 0.0000000E+000, 0.0000000E+000,-7.8159701E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.8446740E-017, 1.3664660E-002
 6.5036345E-001, 0.0000000E+000, 0.0000000E+000,-8.1001872E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0025031E-017, 1.3699062E-002
 6.5248865E-001, 0.0000000E+000, 0.0000000E+000,-8.1001872E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0025031E-017, 1.3733381E-002
 6.5408254E-001, 0.0000000E+000, 0.0000000E+000,-8.2422957E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5814176E-017, 1.3763343E-002
 6.5620774E-001, 0.0000000E+000, 0.0000000E+000,-8.3844043E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1603321E-017, 1.3793239E-002
 6.5833294E-001, 0.0000000E+000, 0.0000000E+000,-7.9580786E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4235885E-017, 1.3827328E-002
 6.6045821E-001, 0.0000000E+000, 0.0000000E+000,-7.9580786E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4235885E-017, 1.3861334E-002
 6.6205209E-001, 0.0000000E+000, 0.0000000E+000,-8.3844043E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1603321E-017, 1.3891023E-002
 6.6417730E-001, 0.0000000E+000, 0.0000000E+000,-7.9580786E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4235885E-017, 1.3920644E-002
 6.6630250E-001, 0.0000000E+000, 0.0000000E+000,-7.9580786E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4235885E-017, 1.3954421E-002
 6.6842777E-001, 0.0000000E+000, 0.0000000E+000,-8.1001872E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0025031E-017, 1.3988114E-002
 6.7002165E-001, 0.0000000E+000, 0.0000000E+000,-8.1001872E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0025031E-017, 1.4017529E-002
 6.7214686E-001, 0.0000000E+000, 0.0000000E+000,-8.6686214E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3181612E-017, 1.4046877E-002
 6.7427206E-001, 0.0000000E+000, 0.0000000E+000,-8.3844043E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1603321E-017, 1.4080341E-002
 6.7639732E-001, 0.0000000E+000, 0.0000000E+000,-8.2422957E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5814176E-017, 1.4113722E-002
 6.7852253E-001, 0.0000000E+000, 0.0000000E+000,-8.1001872E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0025031E-017, 1.4147019E-002
 6.8011642E-001, 0.0000000E+000, 0.0000000E+000,-8.5265128E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7392466E-017, 1.4176088E-002
 6.8224162E-001, 0.0000000E+000, 0.0000000E+000,-8.2422957E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5814176E-017, 1.4205089E-002
 6.8436688E-001, 0.0000000E+000, 0.0000000E+000,-8.3844043E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1603321E-017, 1.4238157E-002
 6.8649209E-001, 0.0000000E+000, 0.0000000E+000,-8.3844043E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1603321E-017, 1.4271142E-002
 6.8808597E-001, 0.0000000E+000, 0.0000000E+000,-8.8107299E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0292431E-018, 1.4299937E-002
 6.9021118E-001, 0.0000000E+000, 0.0000000E+000,-8.5265128E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7392466E-017, 1.4328665E-002
 6.9233638E-001, 0.0000000E+000, 0.0000000E+000,-8.3844043E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1603321E-017, 1.4361421E-002
 6.9446164E-001, 0.0000000E+000, 0.0000000E+000,-8.1001872E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0025031E-017, 1.4394093E-002
 6.9605553E-001, 0.0000000E+000, 0.0000000E+000,-8.6686214E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3181612E-017, 1.4422615E-002
 6.9818074E-001, 0.0000000E+000, 0.0000000E+000,-8.2422957E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5814176E-017, 1.4451070E-002
 7.0030594E-001, 0.0000000E+000, 0.0000000E+000,-8.3844043E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1603321E-017, 1.4483514E-002
 7.0243120E-001, 0.0000000E+000, 0.0000000E+000,-8.3844043E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1603321E-017, 1.4515874E-002
 7.0402509E-001, 0.0000000E+000, 0.0000000E+000,-8.6686214E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3181612E-017, 1.4544123E-002
 7.0615029E-001, 0.0000000E+000, 0.0000000E+000,-8.5265128E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7392466E-017, 1.4572305E-002
 7.0827550E-001, 0.0000000E+000, 0.0000000E+000,-8.5265128E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7392466E-017, 1.4604438E-002
 7.1040076E-001, 0.0000000E+000, 0.0000000E+000,-8.9528385E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5240098E-017, 1.4636487E-002
 7.1252596E-001, 0.0000000E+000, 0.0000000E+000,-8.8107299E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0292431E-018, 1.4668453E-002
 7.1411985E-001, 0.0000000E+000, 0.0000000E+000,-8.8107299E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0292431E-018, 1.4696356E-002
 7.1624506E-001, 0.0000000E+000, 0.0000000E+000,-8.5265128E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7392466E-017, 1.4724194E-002
 7.1837032E-001, 0.0000000E+000, 0.0000000E+000,-8.8107299E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0292431E-018, 1.4755932E-002
 7.2044218E-001, 0.0000000E+000, 0.0000000E+000,-8.8107299E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0292431E-018, 1.4787282E-002
 7.2235405E-001, 0.0000000E+000, 0.0000000E+000,-8.5265128E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7392466E-017, 1.4817181E-002
 7.2426593E-001, 0.0000000E+000, 0.0000000E+000,-8.8107299E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0292431E-018, 1.4845518E-002
 7.2617781E-001, 0.0000000E+000, 0.0000000E+000,-8.8107299E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0292431E-018, 1.4873788E-002
 7.2808969E-001, 0.0000000E+000, 0.0000000E+000,-8.8107299E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0292431E-018, 1.4901991E-002
 7.3000157E-001, 0.0000000E+000, 0.0000000E+000,-8.6686214E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3181612E-017, 1.4930127E-002
 7.3239142E-001, 0.0000000E+000, 0.0000000E+000,-8.9528385E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5240098E-017, 1.4961699E-002
 7.3430330E-001, 0.0000000E+000, 0.0000000E+000,-8.9528385E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5240098E-017, 1.4993189E-002
 7.3621517E-001, 0.0000000E+000, 0.0000000E+000,-9.0949470E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.9450952E-017, 1.5021108E-002
 7.3812705E-001, 0.0000000E+000, 0.0000000E+000,-8.9528385E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5240098E-017, 1.5048960E-002
 7.4003893E-001, 0.0000000E+000, 0.0000000E+000,-9.0949470E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.9450952E-017, 1.5076745E-002
 7.4242878E-001, 0.0000000E+000, 0.0000000E+000,-8.8107299E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0292431E-018, 1.5107923E-002
 7.4434066E-001, 0.0000000E+000, 0.0000000E+000,-8.6686214E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3181612E-017, 1.5139019E-002
 7.4625254E-001, 0.0000000E+000, 0.0000000E+000,-9.0949470E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.9450952E-017, 1.5166588E-002
