s,Pa,m/s,
Time,"pres","error","iter"
 6.9233641E-001, 3.8267050E-002, 1.1006496E-004, 1.0000000E+000
 6.9446162E-001, 3.8169900E-002, 1.1139683E-004, 1.0000000E+000
 6.9605553E-001, 3.8084943E-002, 1.1255724E-004, 1.0000000E+000
 6.9818075E-001, 3.8000033E-002, 1.1371932E-004, 1.0000000E+000
 7.0030596E-001, 3.7903039E-002, 1.1505686E-004, 1.0000000E+000
 7.0243118E-001, 3.7806088E-002, 1.1639789E-004, 1.0000000E+000
 7.0402509E-001, 3.7721284E-002, 1.1756325E-004, 1.0000000E+000
 7.0615030E-001, 3.7636501E-002, 1.1871465E-004, 1.0000000E+000
 7.0827552E-001, 3.7539624E-002, 1.2001434E-004, 1.0000000E+000
 7.1040073E-001, 3.7442758E-002, 1.2129465E-004, 1.0000000E+000
 7.1252595E-001, 3.7345899E-002, 1.2260790E-004, 1.0000000E+000
 7.1411986E-001, 3.7261148E-002, 1.2408144E-004, 1.0000000E+000
 7.1624507E-001, 3.7176395E-002, 1.2559272E-004, 1.0000000E+000
 7.1837029E-001, 3.7079531E-002, 1.2726725E-004, 1.0000000E+000
 7.2044217E-001, 3.6984170E-002, 1.2516493E-004, 1.0000000E+000
 7.2235405E-001, 3.6894333E-002, 9.2335211E-005, 1.0000000E+000
 7.2426592E-001, 3.6807218E-002, 9.8249589E-005, 1.0000000E+000
 7.2617780E-001, 3.6720069E-002, 1.1114305E-004, 1.0000000E+000
 7.2808968E-001, 3.6632846E-002, 1.1406924E-004, 1.0000000E+000
 7.3000156E-001, 3.6545620E-002, 1.1113349E-004, 1.0000000E+000
 7.3239140E-001, 3.6447542E-002, 1.0736148E-004, 1.0000000E+000
 7.3430328E-001, 3.6349474E-002, 1.0999827E-004, 1.0000000E+000
 7.3621516E-001, 3.6262273E-002, 1.1535159E-004, 1.0000000E+000
 7.3812703E-001, 3.6175063E-002, 1.1654725E-004, 1.0000000E+000
 7.4003891E-001, 3.6087867E-002, 1.1536462E-004, 1.0000000E+000
 7.4242876E-001, 3.5989784E-002, 1.1704011E-004, 1.0000000E+000
 7.4434064E-001, 3.5891693E-002, 1.2053182E-004, 1.0000000E+000
 7.4625251E-001, 3.5804494E-002, 1.2214459E-004, 1.0000000E+000
 7.4816439E-001, 3.5717302E-002, 1.2261629E-004, 1.0000000E+000
 7.5007627E-001, 3.5630120E-002, 1.2356125E-004, 1.0000000E+000
 7.5246611E-001, 3.5532046E-002, 1.2548938E-004, 1.0000000E+000
 7.5437799E-001, 3.5433975E-002, 1.2710081E-004, 1.0000000E+000
 7.5628987E-001, 3.5346811E-002, 1.2783517E-004, 1.0000000E+000
 7.5820175E-001, 3.5259658E-002, 1.2874576E-004, 1.0000000E+000
 7.6011362E-001, 3.5172518E-002, 1.3027697E-004, 1.0000000E+000
 7.6202550E-001, 3.5085389E-002, 1.3176211E-004, 1.0000000E+000
 7.6441535E-001, 3.4987386E-002, 1.3301760E-004, 1.0000000E+000
 7.6632723E-001, 3.4889403E-002, 1.3409957E-004, 1.0000000E+000
 7.6823910E-001, 3.4802325E-002, 1.3646944E-004, 1.0000000E+000
 7.7015098E-001, 3.4715264E-002, 1.3943091E-004, 1.0000000E+000
 7.7206286E-001, 3.4628222E-002, 1.4251577E-004, 1.0000000E+000
 7.7445270E-001, 3.4530325E-002, 1.4612927E-004, 1.0000000E+000
 7.7636458E-001, 3.4432455E-002, 1.4997660E-004, 1.0000000E+000
 7.7827646E-001, 3.4345483E-002, 1.5360559E-004, 1.0000000E+000
 7.8018834E-001, 3.4258536E-002, 1.5735398E-004, 1.0000000E+000
 7.8210021E-001, 3.4171614E-002, 1.6117609E-004, 1.0000000E+000
 7.8401209E-001, 3.4084718E-002, 1.6507062E-004, 1.0000000E+000
 7.8640194E-001, 3.3986995E-002, 1.6952581E-004, 1.0000000E+000
 7.8831381E-001, 3.3889308E-002, 1.7399476E-004, 1.0000000E+000
 7.9022569E-001, 3.3802507E-002, 1.7791888E-004, 1.0000000E+000
 7.9213757E-001, 3.3715739E-002, 1.8176003E-004, 1.0000000E+000
 7.9404945E-001, 3.3629004E-002, 1.8548600E-004, 1.0000000E+000
 7.9643929E-001, 3.3531469E-002, 1.9003118E-004, 1.0000000E+000
 7.9835117E-001, 3.3433978E-002, 1.9509031E-004, 1.0000000E+000
 8.0026305E-001, 3.3347360E-002, 1.9938171E-004, 1.0000000E+000
 8.0217493E-001, 3.3260781E-002, 2.0343815E-004, 1.0000000E+000
 8.0408680E-001, 3.3174242E-002, 2.0721770E-004, 1.0000000E+000
 8.0647665E-001, 3.3076936E-002, 2.1107593E-004, 1.0000000E+000
 8.0838853E-001, 3.2979684E-002, 2.1448978E-004, 1.0000000E+000
 8.1030040E-001, 3.2893286E-002, 2.1709154E-004, 1.0000000E+000
 8.1221228E-001, 3.2806935E-002, 2.1926311E-004, 1.0000000E+000
 8.1412416E-001, 3.2720632E-002, 2.2097871E-004, 1.0000000E+000
 8.1603604E-001, 3.2634379E-002, 2.2221752E-004, 1.0000000E+000
 8.1842588E-001, 3.2537406E-002, 2.2301258E-004, 1.0000000E+000
 8.2033776E-001, 3.2440498E-002, 2.2320103E-004, 1.0000000E+000
 8.2224964E-001, 3.2354417E-002, 2.2283018E-004, 1.0000000E+000
 8.2416151E-001, 3.2268391E-002, 2.2197070E-004, 1.0000000E+000
 8.2607339E-001, 3.2182421E-002, 2.2063779E-004, 1.0000000E+000
 8.2846324E-001, 3.2085776E-002, 2.2392033E-004, 1.0000000E+000
 8.3037512E-001, 3.1989201E-002, 2.3456313E-004, 1.0000000E+000
 8.3228699E-001, 3.1903419E-002, 2.4451962E-004, 1.0000000E+000
 8.3419887E-001, 3.1817695E-002, 2.5482417E-004, 1.0000000E+000
 8.3611075E-001, 3.1731894E-002, 2.2720782E-004, 1.0000000E+000
 8.3802263E-001, 3.1646398E-002, 2.5097936E-004, 1.0000000E+000
 8.4022095E-001, 3.1554289E-002, 2.1256623E-004, 1.0000000E+000
 8.4237139E-001, 3.1457166E-002, 2.6676789E-004, 1.0000000E+000
 8.4409175E-001, 3.1370565E-002, 2.7606286E-004, 1.0000000E+000
 8.4624219E-001, 3.1283993E-002, 2.6744673E-004, 1.0000000E+000
 8.4839263E-001, 3.1187881E-002, 2.3464246E-004, 1.0000000E+000
 8.5011299E-001, 3.1101579E-002, 2.5763644E-004, 1.0000000E+000
 8.5226343E-001, 3.1015191E-002, 2.6500764E-004, 1.0000000E+000
 8.5441387E-001, 3.0919152E-002, 2.8652726E-004, 1.0000000E+000
 8.5613423E-001, 3.0832721E-002, 2.7730858E-004, 1.0000000E+000
 8.5828467E-001, 3.0746366E-002, 2.9722895E-004, 1.0000000E+000
 8.6000503E-001, 3.0659921E-002, 3.0235304E-004, 1.0000000E+000
 8.6215547E-001, 3.0573471E-002, 3.0996612E-004, 1.0000000E+000
 8.6430591E-001, 3.0477391E-002, 3.1862049E-004, 1.0000000E+000
 8.6602627E-001, 3.0390854E-002, 3.2742397E-004, 1.0000000E+000
 8.6817671E-001, 3.0304258E-002, 3.3205139E-004, 1.0000000E+000
 8.7032715E-001, 3.0207963E-002, 3.4319760E-004, 1.0000000E+000
 8.7204751E-001, 3.0121188E-002, 3.3702567E-004, 1.0000000E+000
 8.7419795E-001, 3.0034328E-002, 3.3250062E-004, 1.0000000E+000
 8.7634839E-001, 2.9937742E-002, 3.2857068E-004, 1.0000000E+000
 8.7806875E-001, 2.9850699E-002, 3.2933107E-004, 1.0000000E+000
 8.8021919E-001, 2.9763544E-002, 3.2430436E-004, 1.0000000E+000
 8.8236963E-001, 2.9666586E-002, 3.2343471E-004, 1.0000000E+000
 8.8408999E-001, 2.9579172E-002, 3.0967125E-004, 1.0000000E+000
 8.8624043E-001, 2.9491683E-002, 3.1425911E-004, 1.0000000E+000
 8.8839087E-001, 2.9394273E-002, 2.9757106E-004, 1.0000000E+000
 8.9011123E-001, 2.9306444E-002, 2.7416991E-004, 1.0000000E+000
 8.9226167E-001, 2.9218589E-002, 2.7394431E-004, 1.0000000E+000
 8.9441211E-001, 2.9120881E-002, 3.0489673E-004, 1.0000000E+000
 8.9613247E-001, 2.9032601E-002, 2.9939396E-004, 1.0000000E+000
 8.9828291E-001, 2.8944208E-002, 2.7786178E-004, 1.0000000E+000
 9.0000327E-001, 2.8855927E-002, 2.7157250E-004, 1.0000000E+000
 9.0215371E-001, 2.8767454E-002, 3.3134362E-004, 1.0000000E+000
 9.0430415E-001, 2.8668804E-002, 3.2619497E-004, 1.0000000E+000
 9.0602451E-001, 2.8580195E-002, 3.5361578E-004, 1.0000000E+000
 9.0817495E-001, 2.8491401E-002, 3.7944026E-004, 1.0000000E+000
 9.1032539E-001, 2.8392556E-002, 3.9874573E-004, 1.0000000E+000
 9.1204575E-001, 2.8303630E-002, 4.1921778E-004, 1.0000000E+000
 9.1419619E-001, 2.8214667E-002, 4.2402071E-004, 1.0000000E+000
 9.1634663E-001, 2.8115761E-002, 4.5584688E-004, 1.0000000E+000
 9.1806699E-001, 2.8026714E-002, 4.7860806E-004, 1.0000000E+000
 9.2021743E-001, 2.7937510E-002, 3.3244642E-004, 1.2000000E+000
 9.2236788E-001, 2.7838812E-002, 4.3765380E-004, 1.2000000E+000
 9.2408823E-001, 2.7749762E-002, 3.7248824E-004, 1.0000000E+000
 9.2623867E-001, 2.7660680E-002, 3.4402058E-004, 1.2000000E+000
 9.2838912E-001, 2.7561985E-002, 3.5876334E-004, 1.2000000E+000
 9.3010947E-001, 2.7473108E-002, 4.0681925E-004, 1.2500000E+000
 9.3225991E-001, 2.7384238E-002, 3.8171373E-004, 1.0000000E+000
 9.3441036E-001, 2.7285610E-002, 3.7293568E-004, 1.2000000E+000
 9.3613071E-001, 2.7196967E-002, 4.4218224E-004, 1.2500000E+000
 9.3828115E-001, 2.7108421E-002, 3.8568489E-004, 1.0000000E+000
 9.4000151E-001, 2.7020023E-002, 3.7086862E-004, 1.2500000E+000
 9.4215195E-001, 2.6931918E-002, 4.2738981E-004, 1.2000000E+000
 9.4430239E-001, 2.6834315E-002, 3.6899586E-004, 1.0000000E+000
 9.4602275E-001, 2.6746888E-002, 3.1123987E-004, 1.2500000E+000
 9.4817319E-001, 2.6660118E-002, 4.1150062E-004, 1.2000000E+000
 9.5032364E-001, 2.6564360E-002, 3.3705712E-004, 1.0000000E+000
 9.5204399E-001, 2.6479244E-002, 4.4849401E-004, 1.0000000E+000
 9.5419443E-001, 2.6394911E-002, 4.1822630E-004, 1.0000000E+000
 9.5634488E-001, 2.6302740E-002, 4.1237878E-004, 1.0000000E+000
 9.5806523E-001, 2.6221278E-002, 4.5270691E-004, 1.0000000E+000
 9.6021567E-001, 2.6141119E-002, 3.2782364E-004, 1.2000000E+000
 9.6236612E-001, 2.6054492E-002, 3.9136689E-004, 1.2000000E+000
 9.6408647E-001, 2.5978347E-002, 3.6389937E-004, 1.2500000E+000
 9.6623691E-001, 2.5903916E-002, 3.8630081E-004, 1.2000000E+000
 9.6838736E-001, 2.5823505E-002, 3.8553291E-004, 1.4000000E+000
 9.7010771E-001, 2.5752849E-002, 3.8215064E-004, 1.2500000E+000
 9.7225816E-001, 2.5683601E-002, 3.9427611E-004, 1.4000000E+000
 9.7440860E-001, 2.5607901E-002, 3.7921071E-004, 1.2000000E+000
 9.7612895E-001, 2.5540366E-002, 4.0104028E-004, 1.5000000E+000
 9.7827940E-001, 2.5472739E-002, 4.2397033E-004, 1.2000000E+000
 9.8042984E-001, 2.5396518E-002, 4.2615462E-004, 1.4000000E+000
 9.8215019E-001, 2.5326198E-002, 4.0981841E-004, 1.5000000E+000
 9.8430064E-001, 2.5253243E-002, 4.1265168E-004, 1.4000000E+000
 9.8602099E-001, 2.5176892E-002, 4.0557026E-004, 1.5000000E+000
 9.8817143E-001, 2.5095810E-002, 3.9465253E-004, 1.6000000E+000
 9.9032188E-001, 2.4999751E-002, 4.2704850E-004, 1.4000000E+000
 9.9204223E-001, 2.4906859E-002, 4.2375907E-004, 1.5000000E+000
 9.9419267E-001, 2.4806934E-002, 4.1581308E-004, 1.6000000E+000
 9.9634312E-001, 2.4687474E-002, 4.3874791E-004, 1.4000000E+000
 9.9806347E-001, 2.4571857E-002, 4.2850544E-004, 1.5000000E+000
 1.0000418E+000, 2.4457485E-002, 3.5435994E-004, 1.6087021E+000
 1.0023641E+000, 2.4311136E-002, 3.2822676E-004, 1.5000000E+000
 1.0042993E+000, 2.4155039E-002, 3.3186061E-004, 1.4000000E+000
 1.0062346E+000, 2.4004200E-002, 3.0804153E-004, 1.6000000E+000
 1.0081698E+000, 2.3845375E-002, 3.2488728E-004, 1.4000000E+000
 1.0101051E+000, 2.3678909E-002, 2.8939511E-004, 1.6000000E+000
 1.0120403E+000, 2.3505635E-002, 2.9828424E-004, 1.4000000E+000
 1.0143626E+000, 2.3308237E-002, 3.1439489E-004, 1.5000000E+000
 1.0162979E+000, 2.3105787E-002, 3.5196773E-004, 1.4000000E+000
 1.0182331E+000, 2.2919200E-002, 3.3545619E-004, 1.4000000E+000
 1.0201684E+000, 2.2732818E-002, 3.4826333E-004, 1.6000000E+000
 1.0221036E+000, 2.2549215E-002, 3.9017727E-004, 1.4000000E+000
 1.0240389E+000, 2.2371485E-002, 3.8707440E-004, 1.6000000E+000
 1.0263612E+000, 2.2186961E-002, 4.0980929E-004, 1.5000000E+000
 1.0282964E+000, 2.2017380E-002, 4.3127686E-004, 1.4000000E+000
 1.0302317E+000, 2.1879973E-002, 4.1037714E-004, 1.6000000E+000
 1.0321669E+000, 2.1760593E-002, 4.3477099E-004, 1.4000000E+000
 1.0341022E+000, 2.1660193E-002, 2.6196559E-004, 2.0000000E+000
 1.0360374E+000, 2.1578488E-002, 2.5710607E-004, 2.0000000E+000
 1.0383597E+000, 2.1507325E-002, 2.7404281E-004, 2.0000000E+000
 1.0402950E+000, 2.1449738E-002, 3.0485419E-004, 2.0000000E+000
 1.0422302E+000, 2.1402674E-002, 3.1260164E-004, 2.0000000E+000
 1.0441655E+000, 2.1352860E-002, 3.2974387E-004, 2.0000000E+000
 1.0461007E+000, 2.1292730E-002, 3.4062879E-004, 2.0000000E+000
 1.0480360E+000, 2.1215930E-002, 3.4204025E-004, 2.0000000E+000
 1.0503583E+000, 2.1107786E-002, 3.6470061E-004, 1.8333333E+000
 1.0522935E+000, 2.0976806E-002, 4.4335280E-004, 1.8000000E+000
 1.0542288E+000, 2.0841178E-002, 4.4594034E-004, 1.8000000E+000
 1.0561641E+000, 2.0694173E-002, 4.2215032E-004, 1.8000000E+000
 1.0580993E+000, 2.0534512E-002, 3.5868319E-004, 2.0000000E+000
 1.0600346E+000, 2.0354279E-002, 3.2980876E-004, 2.0000000E+000
 1.0623569E+000, 2.0116615E-002, 3.0693508E-004, 2.0000000E+000
 1.0642921E+000, 1.9827422E-002, 2.9533868E-004, 2.0000000E+000
 1.0662274E+000, 1.9514136E-002, 2.8733178E-004, 2.0000000E+000
 1.0681626E+000, 1.9156717E-002, 2.8105584E-004, 2.0000000E+000
 1.0700979E+000, 1.8760610E-002, 2.6693136E-004, 2.0000000E+000
 1.0720331E+000, 1.8330336E-002, 2.6970720E-004, 2.0000000E+000
 1.0743554E+000, 1.7818621E-002, 3.1096651E-004, 2.0000000E+000
 1.0762907E+000, 1.7265542E-002, 3.6648972E-004, 2.0000000E+000
 1.0782259E+000, 1.6718369E-002, 4.3686698E-004, 2.0000000E+000
 1.0801612E+000, 1.6120796E-002, 4.3225452E-004, 2.2000000E+000
 1.0820964E+000, 1.5465246E-002, 4.0155521E-004, 2.4000000E+000
 1.0840317E+000, 1.4746539E-002, 4.2833800E-004, 2.4000000E+000
 1.0863540E+000, 1.3880254E-002, 4.2849958E-004, 2.5000000E+000
 1.0882892E+000, 1.2940280E-002, 3.6955090E-004, 2.8000000E+000
 1.0902245E+000, 1.2024148E-002, 3.9490982E-004, 2.6000000E+000
 1.0921597E+000, 1.1057483E-002, 3.9785674E-004, 2.6000000E+000
 1.0940950E+000, 1.0051312E-002, 4.1646059E-004, 2.4000000E+000
 1.0960302E+000, 9.0217644E-003, 3.9892723E-004, 2.4000000E+000
 1.0983525E+000, 7.8883658E-003, 4.1637046E-004, 2.1666667E+000
 1.1002878E+000, 6.7869998E-003, 3.8082590E-004, 2.0000000E+000
 1.1022230E+000, 5.8481410E-003, 3.3012844E-004, 2.0000000E+000
 1.1041583E+000, 4.9957571E-003, 3.5429511E-004, 2.0000000E+000
 1.1060935E+000, 4.2514496E-003, 3.7774982E-004, 2.0000000E+000
 1.1080288E+000, 3.6225932E-003, 4.1656031E-004, 2.0000000E+000
 1.1103511E+000, 3.0540008E-003, 4.6702697E-004, 2.0000000E+000
 1.1122863E+000, 2.5688195E-003, 4.7504120E-004, 2.0000000E+000
 1.1142216E+000, 2.1447760E-003, 4.7785499E-004, 2.0000000E+000
 1.1161568E+000, 1.6719628E-003, 4.6845285E-004, 2.2000000E+000
 1.1180921E+000, 1.1040749E-003, 4.6994952E-004, 2.4000000E+000
 1.1200273E+000, 4.2904580E-004, 4.6328372E-004, 2.6000000E+000
 1.1223496E+000,-4.1512969E-004, 4.7487250E-004, 2.8333333E+000
 1.1242849E+000,-1.3392177E-003, 4.4554241E-004, 3.0000000E+000
 1.1262202E+000,-2.2650797E-003, 4.4020489E-004, 3.0000000E+000
 1.1280390E+000,-3.2764412E-003, 4.6178330E-004, 2.6170595E+000
 1.1301286E+000,-4.4700844E-003, 4.5560678E-004, 2.5000000E+000
 1.1322182E+000,-5.8872566E-003, 4.6608490E-004, 2.1666667E+000
 1.1343078E+000,-7.4237352E-003, 4.2998331E-004, 2.3333333E+000
 1.1360491E+000,-8.9003212E-003, 4.1997835E-004, 2.4000000E+000
 1.1381387E+000,-1.0413356E-002, 4.4634851E-004, 2.1666667E+000
 1.1402283E+000,-1.2081312E-002, 4.0099796E-004, 2.5000000E+000
 1.1423179E+000,-1.3749469E-002, 4.0943332E-004, 2.5000000E+000
 1.1440592E+000,-1.5257300E-002, 4.4503190E-004, 2.4000000E+000
 1.1461488E+000,-1.6711083E-002, 4.4054356E-004, 2.6666667E+000
 1.1482383E+000,-1.8191361E-002, 4.4936194E-004, 2.8333333E+000
 1.1503279E+000,-1.9517603E-002, 4.6465148E-004, 3.0000000E+000
 1.1520692E+000,-2.0578910E-002, 4.8382422E-004, 3.0000000E+000
 1.1541588E+000,-2.1488885E-002, 4.3881650E-004, 3.0000000E+000
 1.1562484E+000,-2.2352082E-002, 3.7778683E-004, 3.0000000E+000
 1.1583380E+000,-2.3143563E-002, 4.0286480E-004, 3.0000000E+000
 1.1600793E+000,-2.3882477E-002, 4.3134386E-004, 3.0000000E+000
 1.1621689E+000,-2.4719174E-002, 4.4823034E-004, 3.0000000E+000
 1.1642585E+000,-2.5828557E-002, 4.7807810E-004, 3.0000000E+000
 1.1663480E+000,-2.7226768E-002, 4.6752956E-004, 3.0000000E+000
 1.1680894E+000,-2.8808482E-002, 4.3379846E-004, 3.0000000E+000
 1.1701789E+000,-3.0715165E-002, 4.7364166E-004, 2.5000000E+000
 1.1722685E+000,-3.3154583E-002, 4.5817960E-004, 2.1666667E+000
 1.1740098E+000,-3.5707116E-002, 4.6082463E-004, 2.0000000E+000
 1.1760994E+000,-3.8547969E-002, 4.8718477E-004, 1.8333333E+000
 1.1781890E+000,-4.1919201E-002, 4.6014040E-004, 2.0000000E+000
 1.1802786E+000,-4.5516424E-002, 4.7385439E-004, 2.1666667E+000
 1.1820199E+000,-4.8940637E-002, 4.7278630E-004, 2.6000000E+000
 1.1841095E+000,-5.2411608E-002, 4.7283206E-004, 2.5000000E+000
 1.1861991E+000,-5.6166539E-002, 4.5958197E-004, 3.0000000E+000
 1.1882886E+000,-5.9805761E-002, 4.4820684E-004, 3.0000000E+000
 1.1900300E+000,-6.2974070E-002, 4.5253006E-004, 3.0000000E+000
 1.1921195E+000,-6.5894595E-002, 4.2887877E-004, 3.0000000E+000
 1.1942091E+000,-6.8699230E-002, 4.0530337E-004, 2.8333333E+000
 1.1962987E+000,-7.0959132E-002, 4.4477177E-004, 2.3333333E+000
 1.1980400E+000,-7.2431038E-002, 4.2259550E-004, 2.2000000E+000
 1.2001296E+000,-7.3200548E-002, 4.3254823E-004, 2.1666667E+000
 1.2022192E+000,-7.3198989E-002, 3.8144504E-004, 2.8333333E+000
 1.2043088E+000,-7.2291308E-002, 4.4295929E-004, 3.3333333E+000
 1.2060501E+000,-7.0737676E-002, 4.5763881E-004, 3.8000000E+000
 1.2081397E+000,-6.8595925E-002, 4.6883141E-004, 4.0000000E+000
 1.2102293E+000,-6.5818553E-002, 4.6945392E-004, 3.6666667E+000
 1.2123188E+000,-6.2816498E-002, 4.6563097E-004, 3.1666667E+000
 1.2140602E+000,-6.0077901E-002, 4.5837984E-004, 2.6000000E+000
 1.2161497E+000,-5.7532436E-002, 4.4984234E-004, 2.3333333E+000
 1.2180652E+000,-5.5157455E-002, 4.2317735E-004, 2.1818183E+000
 1.2202592E+000,-5.3253649E-002, 4.4001639E-004, 1.8571429E+000
 1.2221399E+000,-5.1916813E-002, 4.4394748E-004, 1.8333333E+000
 1.2240205E+000,-5.1213641E-002, 4.5727749E-004, 1.8333333E+000
 1.2262145E+000,-5.1058105E-002, 4.4225429E-004, 1.8571429E+000
 1.2280952E+000,-5.1531900E-002, 4.5485465E-004, 1.8333333E+000
 1.2302892E+000,-5.2690895E-002, 4.5769344E-004, 1.7142857E+000
 1.2321698E+000,-5.4529944E-002, 4.6276261E-004, 1.8333333E+000
 1.2340505E+000,-5.6878098E-002, 4.6836577E-004, 2.0000000E+000
 1.2362445E+000,-6.0142476E-002, 4.4848809E-004, 2.4285714E+000
 1.2381252E+000,-6.4128496E-002, 4.5413299E-004, 2.5000000E+000
 1.2400058E+000,-6.8455403E-002, 4.3755608E-004, 2.8333333E+000
 1.2421998E+000,-7.3765896E-002, 4.4757511E-004, 3.0000000E+000
 1.2440805E+000,-7.9541280E-002, 4.4104797E-004, 3.0000000E+000
 1.2462745E+000,-8.5513661E-002, 4.3815066E-004, 2.4285714E+000
 1.2481551E+000,-9.1296755E-002, 4.3810167E-004, 2.0000000E+000
 1.2500358E+000,-9.6064271E-002, 3.9197363E-004, 2.6666667E+000
 1.2522298E+000,-1.0015574E-001, 4.3773837E-004, 2.5714286E+000
 1.2541104E+000,-1.0281332E-001, 4.4825511E-004, 2.8333333E+000
 1.2563045E+000,-1.0368394E-001, 4.6346866E-004, 3.0000000E+000
 1.2581851E+000,-1.0273414E-001, 4.6746023E-004, 3.0000000E+000
 1.2600657E+000,-1.0020633E-001, 4.6154341E-004, 3.0000000E+000
 1.2622598E+000,-9.5864138E-002, 4.4155518E-004, 3.0000000E+000
 1.2641404E+000,-9.0243838E-002, 4.1414844E-004, 3.0000000E+000
 1.2660210E+000,-8.4268619E-002, 4.0792215E-004, 2.8333333E+000
 1.2682151E+000,-7.7436261E-002, 4.3556049E-004, 2.5714286E+000
 1.2700957E+000,-7.0684748E-002, 4.5550712E-004, 2.5000000E+000
 1.2722898E+000,-6.4388063E-002, 4.7331789E-004, 2.4285714E+000
 1.2741704E+000,-5.8746132E-002, 4.6852401E-004, 2.5000000E+000
 1.2760510E+000,-5.4250690E-002, 4.5440729E-004, 2.5000000E+000
 1.2782451E+000,-5.0218501E-002, 4.6422039E-004, 2.4285714E+000
 1.2801257E+000,-4.7069125E-002, 4.7252382E-004, 2.1666667E+000
 1.2820063E+000,-4.5025668E-002, 4.6346047E-004, 2.3333333E+000
 1.2842004E+000,-4.3837266E-002, 4.6553904E-004, 2.0000000E+000
 1.2860810E+000,-4.3811674E-002, 4.7287404E-004, 2.3333333E+000
 1.2882751E+000,-4.5194660E-002, 4.7454844E-004, 2.4285714E+000
 1.2901557E+000,-4.8116536E-002, 4.7320641E-004, 2.6666667E+000
 1.2920363E+000,-5.2398589E-002, 4.5997333E-004, 2.8333333E+000
 1.2942304E+000,-5.8879444E-002, 4.7387348E-004, 2.8571429E+000
 1.2961110E+000,-6.7196931E-002, 4.7837763E-004, 3.0000000E+000
 1.2983051E+000,-7.7198716E-002, 4.9378927E-004, 3.0000000E+000
 1.3001857E+000,-8.8293536E-002, 4.7360246E-004, 3.0000000E+000
 1.3020663E+000,-9.8920081E-002, 4.2336056E-004, 3.0000000E+000
 1.3042604E+000,-1.1012331E-001, 4.6089035E-004, 2.4285714E+000
 1.3061410E+000,-1.2041000E-001, 4.4981899E-004, 2.6666667E+000
 1.3080216E+000,-1.2852516E-001, 4.3264055E-004, 2.8333333E+000
 1.3102157E+000,-1.3526458E-001, 4.3002231E-004, 3.0000000E+000
 1.3120963E+000,-1.3948146E-001, 4.3264471E-004, 3.0000000E+000
 1.3142903E+000,-1.4066923E-001, 4.5714802E-004, 2.5714286E+000
 1.3161710E+000,-1.3879545E-001, 4.2975945E-004, 2.5000000E+000
 1.3180516E+000,-1.3425268E-001, 4.2698953E-004, 2.5000000E+000
 1.3202456E+000,-1.2647400E-001, 4.4758903E-004, 2.7142857E+000
 1.3221263E+000,-1.1619603E-001, 4.5377167E-004, 2.6666667E+000
 1.3240069E+000,-1.0487112E-001, 4.5599934E-004, 2.8333333E+000
 1.3262010E+000,-9.1331187E-002, 4.6643597E-004, 2.8571429E+000
 1.3280816E+000,-7.7382088E-002, 4.7701467E-004, 2.6666667E+000
 1.3302756E+000,-6.4015187E-002, 4.6785207E-004, 2.4285714E+000
 1.3321563E+000,-5.2008083E-002, 4.4402025E-004, 2.5000000E+000
 1.3340369E+000,-4.2588686E-002, 4.4575214E-004, 2.5000000E+000
 1.3361992E+000,-3.4319660E-002, 4.3783097E-004, 2.4348538E+000
 1.3381714E+000,-2.7618657E-002, 4.3834533E-004, 2.5714286E+000
 1.3401436E+000,-2.2826411E-002, 4.3266818E-004, 2.7142857E+000
 1.3421158E+000,-1.9425887E-002, 4.1480631E-004, 2.5714286E+000
 1.3440879E+000,-1.7415477E-002, 4.0212863E-004, 2.1428571E+000
 1.3460601E+000,-1.6884767E-002, 3.9857561E-004, 1.7142857E+000
 1.3480323E+000,-1.7999904E-002, 4.3897845E-004, 1.7142857E+000
 1.3500045E+000,-2.1038496E-002, 4.1186090E-004, 2.0000000E+000
 1.3522584E+000,-2.6845867E-002, 4.3570214E-004, 2.3750000E+000
 1.3542306E+000,-3.5560771E-002, 4.3549444E-004, 2.5714286E+000
 1.3562027E+000,-4.6357190E-002, 4.3831274E-004, 2.5714286E+000
 1.3581749E+000,-5.9095985E-002, 4.3939802E-004, 2.4285714E+000
 1.3601471E+000,-7.2740766E-002, 4.6195497E-004, 2.2857143E+000
 1.3621193E+000,-8.6049788E-002, 4.3855726E-004, 2.4285714E+000
 1.3640914E+000,-9.7874711E-002, 4.4089533E-004, 2.1428571E+000
 1.3660636E+000,-1.0722993E-001, 4.1240841E-004, 2.2857143E+000
 1.3680358E+000,-1.1320276E-001, 4.3258185E-004, 2.0000000E+000
 1.3700080E+000,-1.1504702E-001, 3.9618368E-004, 1.8571429E+000
 1.3722619E+000,-1.1190744E-001, 4.3821965E-004, 1.7500000E+000
 1.3742341E+000,-1.0372507E-001, 4.7223574E-004, 1.7142857E+000
 1.3762062E+000,-9.1924854E-002, 4.6004622E-004, 1.8571429E+000
 1.3781784E+000,-7.7028391E-002, 4.5889539E-004, 2.0000000E+000
 1.3801506E+000,-6.0127038E-002, 4.5849121E-004, 2.1428571E+000
 1.3821228E+000,-4.2511305E-002, 4.5965701E-004, 2.2857143E+000
 1.3840949E+000,-2.5550842E-002, 4.2601969E-004, 2.2857143E+000
 1.3860671E+000,-1.0493469E-002, 4.2907422E-004, 2.4285714E+000
 1.3880393E+000, 1.7901869E-003, 3.9369414E-004, 2.5714286E+000
